Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,Action__c,Comments__c,Cost__c,Form__c,Observation__c,Priority__c,Question__c,Work_Order__c,Sequence__c,Service_Template_Section__c,Action_rtf__c,Observation_rtf__c,Question_rtf__c,Action_Guidance__c,Observation_Guidance__c,Question_Guidance__c,Complete__c,Question_Number__c,Action10__c,Action2__c,Action3__c,Action4__c,Action5__c,Action6__c,Action7__c,Action8__c,Action9__c,Observation10__c,Observation2__c,Observation3__c,Observation4__c,Observation5__c,Observation6__c,Observation7__c,Observation8__c,Observation9__c,Overall_Priority__c,Priority10__c,Priority2__c,Priority3__c,Priority4__c,Priority5__c,Priority6__c,Priority7__c,Priority8__c,Priority9__c,Question_Set__c,Sortorder__c,Status__c,Overall_Priority_Water__c,Priority10_Water__c,Priority2_Water__c,Priority3_Water__c,Priority4_Water__c,Priority5_Water__c,Priority6_Water__c,Priority7_Water__c,Priority8_Water__c,Priority9_Water__c,Priority_Water__c,Use_Water_Priority_Picklist__c,Use_Action__c,Image_Question_Refs__c,HasAction__c,STS_Exclude__c,Exclude_Form__c,Action_Summary_Form__c,QuestionSet_Question__c,QS_Question_Number__c,Trace_Action__c,Trace_Observation__c,Case__c,Case2__c,Case3__c,Case4__c,Case5__c,Case6__c,Case7__c,Case8__c,Case9__c,Case10__c,Existing_Case1__c,Existing_Case2__c,Existing_Case3__c,Existing_Case4__c,Existing_Case5__c,Existing_Case6__c,CloseComment1__c,CloseComment2__c,CloseComment3__c,CloseComment4__c,CloseComment5__c,CloseComment6__c,HasExistingCases__c,CloseComment7__c,CloseComment8__c,CloseComment9__c,CloseComment10__c,PlanStudio_IconType__c,PlanStudio_Plancode__c,PlanStudio_Question_Key__c,Position__Latitude__s,Position__Longitude__s,Position__c,What3Words__c
a44R500001dtDgkIAE,0054J000000blVjQAI,false,RAQ-2610674,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"The Approved Code of Practice ACoP L8 specifies that showerheads and supply hoses or other spray forming outlets should be subject to a quarterly dismantle, clean and descale programme or as visual inspection shows need. Showerheads and supply hoses or other spray forming outlets should be visually inspected by your preferred contract cleaner or other suitable contractor on a quarterly basis and subject to cleaning, de-scaling & disinfection should inspection show need.",,,a3aR5000001QGtNIAW,"Inspection of the showerhead(s) at the time of the Risk Assessment, found them to be in a satisfactory   /   unsatisfactory hygienic condition, with negligible   /   slight   /   moderate   /   heavy levels of scale build-up to the spray nozzles.",N/A,Are showerheads and associated hoses subjected to quarterly cleaning and disinfection to L8 specification?,0WOSk000007nqizOAA,3,a3y4L000000XqMMQA0,,,,,,,false,5.3,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphFQAS,05.03,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Are showerheads and associated hoses subjected to quarterly cleaning and disinfection to L8 specification?,5.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtDglIAE,0054J000000blVjQAI,false,RAQ-2610675,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Scaled outlets should be descaled and disinfected as they can be a harbour for for legionella bacteria.,,,a3aR5000001QFfaIAG,Scale was found on the following locations: ASSESSOR TO SPECIFY,N/A,Is there any evidence of scaling of outlets?,0WOSk000007nqizOAA,1,a3y4L000000XqMnQAK,,,,,,,false,6.1,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphGQAS,06.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is there any evidence of scaling of outlets?,6.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtDgmIAE,0054J000000blVjQAI,false,RAQ-2610676,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Ensure all supply pipework in the identified locations is sufficiently insulated to prevent unwanted temperature gain or loss.,,,a3aR5000001QFfaIAG,Supply pipework throughout the site was not adequately lagged,N/A,Is all supply pipework adequately insulated?,0WOSk000007nqizOAA,3,a3y4L000000XqMnQAK,,,,,,,false,6.3,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphHQAS,06.03,Not Done,Low,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Low,true,,,true,,false,,Is all supply pipework adequately insulated?,6.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9VIAU,0054J000000blVjQAI,false,RAQ-2610677,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Flush through and purge to drain on a monthly basis / 3 monthly basis / six monthly basis with all such actions recorded in the Water Logbook.,,,a3aR5000001QFfaIAG,Expansion/accumulator vessel(s) were observed installed within the domestic water system and was of the flow through type.,N/A,Are there any deadlegs identified to supply pipework within the water system?,0WOSk000007nqizOAA,4,a3y4L000000XqMnQAK,,,,,,,false,6.4,,A competent & approved contractor or person should be employed to install a bleed valve or drain valve to the top of the swan neck / pig-tail pipe-work which allows them to be flushed on a weekly/twice weekly basis.,"The supply pipework should be valved off, cut back at the point of connection with existing services and capped off such that no deadlegs remain.","The outlets should be flushed for a minimum of 2 minutes on a weekly basis to prevent the stagnation of water within the supply pipework. Alternatively, the supply pipework to the little used outlet should be valved off, cut back at the point of connection with existing services and capped off such that no deadlegs remain.",Flush through and purge to drain on a monthly basis / 3 monthly basis / six monthly basis with all such actions recorded in the Water Logbook.,"Employ a competent & approved contractor or person to install a bleed or drain valve to the supply pipework and re-orientate the expansion vessel, such that the connecting pipework to the expansion vessel rises, thus enabling effective draining/blow down.","Remove the little used outlet, making good any dead pipework that may remain. Alternatively, the cold outlet should be subject to a weekly flushing regime and document","Employ a competent approved contractor or person to install a bleed or drain valve to the supply pipework and re-orientate the expansion vessel, such that the connecting pipework to the expansion vessel rises, thus enabling effective draining/blow down.",,,"ONLY TO BE USED ON HEALTHCARE TYPE PREMISES - Swan necks and/or pig-tails have been observed associated with the installed water plant – e.g. HW Calorifier / HWS Return / HWS(R) circuit / Boosted Cold Water Booster Pump Set. Swan-necks and pigtails are not considered to be of a significant source of legionellae if the system water temperature is always maintained within acceptable parameters outlined within ACoP L8 or other appropriate documentation (e.g. less than 20oC within cold water and between 50-60oC in hot water systems).  Problems can arise when this temperature is not achieved and it falls outside the documented parameters, thus being within a temperature range that Legionella bacteria may proliferate. Hot water temperatures were found to be lower than 50oC within the calorifier / HWS (R) circuit pipework thus increasing the risk of Legionella proliferation & accumulations of biofilms. Adjust the thermostat of hot water Calorifier such that hot water achieves a temperature of 50 - 60oC to reduce this risk The cold water system is currently above 20oC and the plant room was also found to be over 20oC therefore the swan-necks and/or pigtails installed on the cold system present an increased risk of Legionella growth.",The following pipework has been identified as a deadleg: ASSESSOR TO DESCRIBE,The following hot & cold water outlets within the Disabled WC   /   assessor to describe are deemed low usage and there are no formal records to indicate that they are subject to a flushing regime: assessor to describe,An expansion vessel associated with assessor to describe was of the diaphragm or bladder type and equal to or greater than 25l in capacity.,No drain valve was observed to the supply pipework to the expansion/accumulator vessel associated with domestic boosted / cold / hot water system / boiler system pressurisation unit / chilled water pressurisation unit / other,"A TMV (Thermostatic Mixing Valve) is fitted to a wash hand basin in the  assessor to describe which also has a cold outlet or a separate cold feed, this cold outlet is likely to have low usage due to only hand washing taking place at this outlet and has effectively become a deadleg.","An expansion vessel associated with xxxxxx has been installed up-side down, increasing the likelihood of stagnation and the formation of biofilms and/or the accumulation of particulates.",,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphIQAS,06.04,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are there any deadlegs identified to supply pipework within the water system?,6.4,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9WIAU,0054J000000blVjQAI,false,RAQ-2610678,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Either have the hoses replaced with ones that are compliant with BS6920 parts 1 to 3  or have them replaced with fixed copper pipework. Please Note: WRAS Approved flexi-hoses does not guarantee that flexi-hoses are EPDM free. Consideration should be given to sourcing flexi-hoses with polyethylene (PE), cross-linked polyethylene (PEX), linear low density polyethylene (LLDPE) or post-chlorinated PVC (PVC C).",,,a3aR5000001QFfaIAG,Flexible hoses were observed at the following locations within the property: specify We were unable to verify if they were compliant with BS6920 parts 1 to 3 and they may contain the material EPDM which encourages growth of Legionella spp.,N/A,Are there any unsuitable flexible hoses identified in areas which may proliferate bacterial/micro organism growth?,0WOSk000007nqizOAA,5,a3y4L000000XqMnQAK,,,,,,,false,6.5,,"Unless there is a RPZ or other suitable non-return valve installed prior to the flexi-hose connection, disconnect the flexi-hose filler loop when it is not in use. This will reduce the risk of stagnation of water within the flexi-hoses to prevent back-siphonage in the event of mains cold water de-pressurisation or back siphonage.",,,,,,,,,"The filling loop flexi-hose to the boiler system pressurisation unit remains connected, potentially containing highly stagnant water.",,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphJQAS,06.05,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are there any unsuitable flexible hoses identified in areas which may proliferate bacterial/micro organism growth?,6.5,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9XIAU,0054J000000blVjQAI,false,RAQ-2610679,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,The electrical trace heating system should be inspected and logged monthly to avoid localised failure and cool spots within the system.,,,a3aR5000001QFfaIAG,At the time of the risk assessment electrical trace heating was to found to be installed on the pipework.,N/A,Is electrical trace heating installed on the pipework?,0WOSk000007nqizOAA,6,a3y4L000000XqMnQAK,,,,,,,false,6.6,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphKQAS,06.06,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is electrical trace heating installed on the pipework?,6.6,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9YIAU,0054J000000blVjQAI,false,RAQ-2610680,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Implement an effective monitoring regime or scheme of works where bacterial growth can be controlled. Mothballing procedures are a compromise between the adequate control of microbial growth and the use of water for flushing (while avoiding wastage that can occur when weekly flushing for long periods) and degradation of the system by any disinfectant added. Where disinfectants are in use, these should leave the system fit for its intended purpose. It is recommended that the system remains filled during mothballing. Draining down the system can leave moisture within the system, thus potentially allowing biofilm to develop where there is an increase in temperature or pockets of water left behind. This process also helps avoid problems associated with drying out the system i.e corrosion in metal pipework and the failure of cistern joints. This also can lead to the drying out of foul water and waste water traps leading to unpleasant odours. Systems should be recommissioned as though new and should be thoroughly flushed, cleaned and disinfected before being returned to use.",,,a3aR5000001QFfaIAG,"At the time of the Risk Assessment, the building or part of the building was no longer in regular use, sometimes referred to as “mothballing”. There appears to be no management structure implemented so that microbial growth, including legionella within the water system, is controlled. ",N/A,Is the building in full occupancy?,0WOSk000007nqizOAA,7,a3y4L000000XqMnQAK,,,,,,,false,6.7,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphLQAS,06.07,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is the building in full occupancy?,6.7,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9ZIAU,0054J000000blVjQAI,false,RAQ-2610681,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,It should be ensured that a written procedure is adhered to when undertaking maintenance work of the fire hose reel system to prevent the creation of an aerosol and the dissemination of Legionella bacteria. Precautionary measures include minimising the number of persons present and by the use of respiratory protection where necessary.,,,a3aR5000001QGuzIAG,No procedures were available for inspection at the time of the Risk Assessment survey relating to the safe working procedures whilst undertaking maintenance work of the fire hose reel system.,N/A,This section is not applicable to this property.,0WOSk000007nqizOAA,1,a3y4L000000XqMKQA0,,,,,,,false,7.1,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphMQAS,07.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,"Are fire hose reels sited on a dedicated riser, separated from the potable mains supply by a fail safe check valve?",7.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9aIAE,0054J000000blVjQAI,false,RAQ-2610682,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,It should be ensured that a written procedure is adhered to when undertaking maintenance work of the fire hose reel system to prevent the creation of an aerosol and the dissemination of Legionella bacteria. Precautionary measures include minimising the number of persons present and by the use of respiratory protection where necessary.,,,a3aR5000001QGuzIAG,No procedures were available for inspection at the time of the Risk Assessment survey relating to the safe working procedures whilst undertaking maintenance work of the fire hose reel system.,N/A,Is there a written procedure for undertaking maintenance work of fire systems / closed circuit systems to prevent the creation of an aerosol and the dissemination of Legionella bacteria?.,0WOSk000007nqizOAA,2,a3y4L000000XqMKQA0,,,,,,,false,7.2,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphNQAS,07.02,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Is there a written procedure for undertaking maintenance work of fire systems / closed circuit systems to prevent the creation of an aerosol and the dissemination of Legionella bacteria?.,7.2,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9bIAE,0054J000000blVjQAI,false,RAQ-2610683,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Inspect the condensate trays on a quarterly basis to ensure that trays are are free from corrosion free draining and free of condensed water and kept to a hygienic condition.,,,a3aR5000001QGwbIAG,"There were no records available to confirm regular inspection of condensate trays within the air handing unit to confirm the absence of corrosion, free draining and condensation.",N/A,This section is not applicable to this property.,0WOSk000007nqizOAA,1,a3y4L000000XqMPQA0,,,,,,,false,8.1,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphOQAS,08.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Are condensate drip trays and U-bends inspected on a quarterly basis to ensure good hygienic conditions and that they are free from debris?,8.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9cIAE,0054J000000blVjQAI,false,RAQ-2610684,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Ensure that the thermostat associated with POU-01   /   WH-01   /   CAL-01 is set as such so that temperatures of above 50oC can be achieved as hot water enters the TMT / TMV. ,,,a3aR5000001QGq9IAG,"At the time of the Risk Assessment survey, the hot water to the Accessible Toilet Thermostatic Mixer Tap / Valve achieved a temperature of xxoC thus posing a risk of potential legionella proliferation within the mixer valve (temperatures below 50oC).",N/A,Is the hot water supply to thermostatic mixer taps or valves equal to or greater than 50oC?,0WOSk000007nqizOAA,1,a3y4L000000XqMkQAK,,,,,,,false,4.1,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphPQAS,04.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is the hot water supply to thermostatic mixer taps or valves equal to or greater than 50oC?,4.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9dIAE,0054J000000blVjQAI,false,RAQ-2610685,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Ensure there is an unobstructed physical air break between the level of water and the inlet float valve to prevent cross contamination.,,,a3aR5000001QGmvIAG,The cold water storage cistern CWS-01 float valve is submerged below the cistern water level and therefore poses a risk of cross contamination.,N/A,Is there an unobstructed air gap between the outlet of the float operated valve and the stored water surface?,0WOSk000007nqizOAA,10,a3y4L000000XqMLQA0,,,,,,,false,2.10,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphQQAS,02.10,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Is there an unobstructed air gap between the outlet of the float operated valve and the stored water surface?,2.10,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9eIAE,0054J000000blVjQAI,false,RAQ-2610686,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Replace as necessary to ensure that all materials comply with the WRc / WRAS Approved Materials Directory / WRC approved fittings.,,,a3aR5000001QGmvIAG,The cold water storage cistern CWS-01 located within ASSESSOR TO DESCRIBE does not comply with paragraph 16 schedule 2 of The Water Supply (Water Fittings) Regulations 1999. Inappropriate materials found were ASSESSOR TO DESCRIBE,N/A,Are material that harbour or provide nutrients for bacteria avoided?,0WOSk000007nqizOAA,11,a3y4L000000XqMLQA0,,,,,,,false,2.11,,Replace and firmly secure cistern lid which overlaps to ensure that all materials comply with the WRc / WRAS Approved Materials Directory / WRC approved fittings.,,,,,,,,,"At the time of the Risk Assessment, cistern CWS-01 lid did not overlap therefore does not comply with paragraph 16 schedule 2 of The Water Supply (Water Fittings) Regulations 1999.",,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphRQAS,02.11,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Are material that harbour or provide nutrients for bacteria avoided?,2.11,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9fIAE,0054J000000blVjQAI,false,RAQ-2610687,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,The cistern should be fitted with and insect screen to the overflow pipework with a mesh size of 0.65mm. It should be ensured that all materials comply with the WRc / WRAS Approved Materials Directory.,,,a3aR5000001QGmvIAG,The cold water storage cistern CWS-01 located in assessor to describe does not comply with paragraph 16 schedule 2 of The Water Supply (Water Fittings) Regulations 1999.,N/A,Is all pipework that is open to the atmosphere fitted with insect / vermin screens?,0WOSk000007nqizOAA,12,a3y4L000000XqMLQA0,,,,,,,false,2.12,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphSQAS,02.12,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Is all pipework that is open to the atmosphere fitted with insect / vermin screens?,2.12,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9gIAE,0054J000000blVjQAI,false,RAQ-2610688,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Consider replacing the screens insect / vermin screens and ensure that all materials comply with the WRc / WRAS Approved Materials Directory.,,,a3aR5000001QGmvIAG,At the time of the survey insect / vermin screens on overflow pipes / vents were found to be damaged / missing.,N/A,Are insect / vermin screens on overflow pipes and lid vents intact and in good condition?,0WOSk000007nqizOAA,13,a3y4L000000XqMLQA0,,,,,,,false,2.13,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphTQAS,02.13,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Are insect / vermin screens on overflow pipes and lid vents intact and in good condition?,2.13,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9hIAE,0054J000000blVjQAI,false,RAQ-2610689,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Consideration should be given to an internal sparge pipe being fitted to the outlet thus improving water circulation. It should be ensured that all materials comply with the WRc / WRAS Approved Materials Directory,,,a3aR5000001QGmvIAG,The cold water storage cistern(s) CWS-01 & CWS-02 do not comply with paragraph 16 schedule 2 of The Water Supply (Water Fittings) Regulations 1999. The incoming cold feed inlet (float operated valve) is directly above the outlet(s). This is deemed poor practice as it does not allow for free circulation of water and prevent areas of stagnant water from developing.,N/A,Are the inlet and outlet pipework appropriately positioned to allow free circulation and prevent stagnation of stored water?,0WOSk000007nqizOAA,14,a3y4L000000XqMLQA0,,,,,,,false,2.14,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphUQAS,02.14,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Are the inlet and outlet pipework appropriately positioned to allow free circulation and prevent stagnation of stored water?,2.14,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9iIAE,0054J000000blVjQAI,false,RAQ-2610690,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Re-route the vent pipe to discharge to waste via a tundish.,,,a3aR5000001QGmvIAG,The vent pipe from hot water calorifier CAL-01 discharges into cold water storage cistern CWS-01.,N/A,Are there any vent pipes that discharge into the cistern?,0WOSk000007nqizOAA,15,a3y4L000000XqMLQA0,,,,,,,false,2.15,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphVQAS,02.15,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Are there any vent pipes that discharge into the cistern?,2.15,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9jIAE,0054J000000blVjQAI,false,RAQ-2610691,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Although, the water supply (Water Quality) Regulations permits water utilities to supply water at temperatures up to 25oC during summer periods.If the problem occurs all year round It should be ensured the cause of the high temperature is found and removed or consult the Local Water Authority.",,,a3aR5000001QGmvIAG,"At the time of the Risk Assessment, temperature of incoming mains achieved a temperature of XXoC thus posing a risk of legionella proliferation.",N/A,Is the incoming supply water temperature below 20oC?,0WOSk000007nqizOAA,16,a3y4L000000XqMLQA0,,,,,,,false,2.16,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphWQAS,02.16,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Is the incoming supply water temperature below 20oC?,2.16,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9kIAE,0054J000000blVjQAI,false,RAQ-2610692,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Ensure the cistern(s) is/are well insulated to maintain correct operating temperature or consider ventilate the plant room or roof voids to avoid heat build-up.,,,a3aR5000001QGmvIAG,At the time of the water risk assessment store water within cistern CWS-01 was found to be with in the proliferation temperature range of above 20oC,N/A,Is the stored water temperature maintained at below 20oC?,0WOSk000007nqizOAA,17,a3y4L000000XqMLQA0,,,,,,,false,2.17,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphXQAS,02.17,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Is the stored water temperature maintained at below 20oC?,2.17,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9lIAE,0054J000000blVjQAI,false,RAQ-2610693,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"The cistern(s) should be subjected to a full cleaning and disinfection in accordance with “The Prevention and Control of Legionellosis”, Approved Code of Practice (L8).",,,a3aR5000001QGmvIAG,"Cold water storage cistern CWS-01 is deemed to be in a poor hygienic condition with a moderate   /   high level of sediment observed in the base of the cistern, and low   /   moderate   /   high levels of stagnation of the water surface and a bio-film with heavy discolouration at the air / water interface.",N/A,"Are the cisterns in a satisfactory, hygienic condition?",0WOSk000007nqizOAA,18,a3y4L000000XqMLQA0,,,,,,,false,2.18,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphYQAS,02.18,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,"Are the cisterns in a satisfactory, hygienic condition?",2.18,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
